MAG_id,superkingdom,phylum,seq_total,unknown_per
AlvarezOrdonezA_xxxx__Q08-30__bin.4,Bacteria,Firmicutes,392,0.545918367
DeFilippisF_xxxx__DF_94__bin.8,Bacteria,Firmicutes,408,0.549019608
LordanR_2019__ERS2955446__bin.3,Bacteria,Firmicutes,310,0.538709677
MASTER_WP4_CSIC_2__P2564__bin.12,Bacteria,Firmicutes,329,0.56231003
MASTER_WP4_CSIC_2__P2575__bin.5,Bacteria,Firmicutes,317,0.561514196
MASTER_WP4_FFoQSI_2__VB01-27__bin.2,Bacteria,Firmicutes,298,0.560402685
MASTER_WP4_FFoQSI_2__VB03-21__bin.2,Bacteria,Firmicutes,445,0.566292135
MASTER_WP4_FFoQSI_3__VB14-21__bin.3,Bacteria,Firmicutes,257,0.564202335
MASTER_WP4_UNINA_1__PR102_71775__bin.29,Bacteria,Firmicutes,458,0.550218341
MASTER_WP4_UNINA_2__M-23.1__bin.4,Bacteria,Firmicutes,352,0.553977273
WalshL_xxxx__H12__bin.3,Bacteria,Firmicutes,491,0.547861507
BertuzziAS_2018__ERS2032111__bin.5,Bacteria,Firmicutes,433,0.547344111
MASTER_WP4_CSIC_1__P2215_73323__bin.5,Bacteria,Firmicutes,303,0.541254125
MASTER_WP4_CSIC_2__P2606__bin.10,Bacteria,Firmicutes,377,0.535809019
MASTER_WP4_FFoQSI_2__VB06-27__bin.1,Bacteria,Firmicutes,497,0.55331992
MASTER_WP4_FFoQSI_2__VB15-21__bin.10,Bacteria,Firmicutes,256,0.55078125
MASTER_WP4_FFoQSI_3__VB12-28__bin.4,Bacteria,Firmicutes,463,0.557235421
MASTER_WP4_UNINA_2__H-24__bin.3,Bacteria,Firmicutes,360,0.547222222
MASTER_WP4_UNINA_2__H-25__bin.5,Bacteria,Firmicutes,247,0.562753036
WolfeBE_2014__581_Moses_Sleeper__bin.2,Bacteria,Firmicutes,509,0.548133595
AlvarezOrdonezA_xxxx__Q05-28__bin.5,Bacteria,Firmicutes,505,0.55049505
AlvarezOrdonezA_xxxx__Q08-28__bin.2,Bacteria,Firmicutes,413,0.564164649
BertuzziAS_2018__ERS2032108__bin.5,Bacteria,Firmicutes,483,0.554865424
DeFilippisF_xxxx__DF_76__bin.6,Bacteria,Firmicutes,466,0.540772532
MASTER_WP4_CSIC_2__P2579__bin.3,Bacteria,Firmicutes,286,0.576923077
MASTER_WP4_CSIC_2__P2585__bin.3,Bacteria,Firmicutes,491,0.558044807
MASTER_WP4_CSIC_2__P2586__bin.10,Bacteria,Firmicutes,433,0.561200924
MASTER_WP4_FFoQSI_2__VB03-27__bin.8,Bacteria,Firmicutes,346,0.546242775
MASTER_WP4_FFoQSI_2__VB06-21__bin.13,Bacteria,Firmicutes,479,0.551148225
MASTER_WP4_FFoQSI_2__VB06-23__bin.3,Bacteria,Firmicutes,375,0.538666667
MASTER_WP4_FFoQSI_3__VB13-24__bin.8,Bacteria,Firmicutes,368,0.54076087
MASTER_WP4_TEAGASC_1__TGS10-30__bin.1,Bacteria,Firmicutes,350,0.562857143
MASTER_WP4_TEAGASC_1__TGS11-21__bin.9,Bacteria,Firmicutes,446,0.540358744
MASTER_WP4_UNINA_1__FO013_71775__bin.3,Bacteria,Firmicutes,391,0.554987212
MASTER_WP4_UNINA_2__O-26.1__bin.5,Bacteria,Firmicutes,253,0.549407115
MilaniC_2019__SRS3591585__bin.3,Bacteria,Firmicutes,495,0.539393939
WalshL_xxxx__H11__bin.1,Bacteria,Firmicutes,238,0.546218487
WalshL_xxxx__I12__bin.2,Bacteria,Firmicutes,488,0.551229508
AlvarezOrdonezA_xxxx__Q01-25__bin.7,Bacteria,Firmicutes,463,0.555075594
AlvarezOrdonezA_xxxx__Q05-27__bin.2,Bacteria,Firmicutes,509,0.548133595
AlvarezOrdonezA_xxxx__Q07-25__bin.2,Bacteria,Firmicutes,509,0.546168959
AlvarezOrdonezA_xxxx__Q08-27__bin.5,Bacteria,Firmicutes,420,0.564285714
BertuzziAS_2018__ERS2032097__bin.3,Bacteria,Firmicutes,226,0.575221239
BertuzziAS_2018__ERS2032101__bin.3,Bacteria,Firmicutes,244,0.549180328
DeFilippisF_xxxx__DF_29__bin.6,Bacteria,Firmicutes,445,0.543820225
DeFilippisF_xxxx__DF_85__bin.4,Bacteria,Firmicutes,268,0.574626866
MASTER_WP4_CSIC_1__P2175_73322__bin.3,Bacteria,Firmicutes,283,0.572438163
MASTER_WP4_CSIC_1__P2234_73323__bin.14,Bacteria,Firmicutes,379,0.548812665
MASTER_WP4_CSIC_2__P2507__bin.7,Bacteria,Firmicutes,293,0.535836177
MASTER_WP4_FFoQSI_2__VB04-23__bin.2,Bacteria,Firmicutes,520,0.559615385
MASTER_WP4_FFoQSI_2__VB04-24__bin.5,Bacteria,Firmicutes,473,0.549682875
MASTER_WP4_FFoQSI_2__VB06-28__bin.9,Bacteria,Firmicutes,393,0.55216285
MASTER_WP4_TEAGASC_1__TGS05-27_0__bin.8,Bacteria,Firmicutes,265,0.558490566
MASTER_WP4_UNINA_2__T-29__bin.3,Bacteria,Firmicutes,247,0.546558704
PasolliE_2020__SRS6525485__bin.1,Bacteria,Firmicutes,446,0.544843049
AlvarezOrdonezA_xxxx__Q01-29__bin.3,Bacteria,Firmicutes,488,0.569672131
AlvarezOrdonezA_xxxx__Q03-30__bin.7,Bacteria,Firmicutes,521,0.541266795
AlvarezOrdonezA_xxxx__Q08-26__bin.12,Bacteria,Firmicutes,469,0.55010661
BertuzziAS_2018__ERS2032100__bin.4,Bacteria,Firmicutes,453,0.554083885
BertuzziAS_2018__ERS2032106__bin.7,Bacteria,Firmicutes,455,0.553846154
BertuzziAS_2018__ERS2032109__bin.7,Bacteria,Firmicutes,354,0.559322034
LeechJ_xxxx__AF42__bin.2,Bacteria,Firmicutes,402,0.552238806
MASTER_WP4_CSIC_1__P2168_73322__bin.6,Bacteria,Firmicutes,424,0.566037736
MASTER_WP4_CSIC_1__P2174_73322__bin.4,Bacteria,Firmicutes,314,0.566878981
MASTER_WP4_CSIC_1__P2227_73323__bin.9,Bacteria,Firmicutes,313,0.559105431
MASTER_WP4_CSIC_2__P2631__bin.17,Bacteria,Firmicutes,427,0.550351288
MASTER_WP4_TEAGASC_1__TGS13-29__bin.1,Bacteria,Firmicutes,311,0.540192926
MASTER_WP4_UNINA_1__AS207_73417__bin.4,Bacteria,Firmicutes,322,0.559006211
QuigleyL_2016__ERS654085__bin.4,Bacteria,Firmicutes,351,0.521367521
QuigleyL_2016__ERS654089__bin.1,Bacteria,Firmicutes,466,0.553648069
WalshAM_2020__ERS3466760__bin.1,Bacteria,Firmicutes,471,0.541401274
WalshL_xxxx__L6__bin.1,Bacteria,Firmicutes,277,0.548736462
AlvarezOrdonezA_xxxx__Q02-23__bin.25,Bacteria,Firmicutes,368,0.548913043
AlvarezOrdonezA_xxxx__Q06-25__bin.8,Bacteria,Firmicutes,512,0.552734375
LeechJ_2020__ERS3967688__bin.1,Bacteria,Firmicutes,470,0.565957447
MASTER_WP4_CSIC_2__P2514__bin.6,Bacteria,Firmicutes,293,0.539249147
MASTER_WP4_CSIC_2__P2645__bin.8,Bacteria,Firmicutes,305,0.544262295
MASTER_WP4_FFoQSI_3__VB09-21__bin.8,Bacteria,Firmicutes,412,0.548543689
MASTER_WP4_UNINA_1__SF011_73417__bin.8,Bacteria,Firmicutes,484,0.549586777
MASTER_WP4_UNINA_2__O-21__bin.1,Bacteria,Firmicutes,345,0.556521739
MASTER_WP4_UNINA_2__O-23.1__bin.3,Bacteria,Firmicutes,277,0.555956679
MASTER_WP4_UNINA_2__V-30__bin.4,Bacteria,Firmicutes,330,0.548484848
QuigleyL_2016__ERS654088__bin.5,Bacteria,Firmicutes,392,0.535714286
WalshL_xxxx__I10__bin.2,Bacteria,Firmicutes,361,0.567867036
AlvarezOrdonezA_xxxx__Q01-23X__bin.8,Bacteria,Firmicutes,484,0.55785124
AlvarezOrdonezA_xxxx__Q01-27__bin.4,Bacteria,Firmicutes,434,0.557603687
AlvarezOrdonezA_xxxx__Q03-25__bin.2,Bacteria,Firmicutes,483,0.548654244
MASTER_WP4_CSIC_2__P2501__bin.4,Bacteria,Firmicutes,316,0.563291139
MASTER_WP4_CSIC_2__P2565__bin.17,Bacteria,Firmicutes,459,0.562091503
MASTER_WP4_FFoQSI_3__VB13-25__bin.3,Bacteria,Firmicutes,387,0.568475452
MASTER_WP4_UNINA_2__T-21__bin.2,Bacteria,Firmicutes,324,0.555555556
PasolliE_2020__SRS6525480__bin.4,Bacteria,Firmicutes,492,0.550813008
AlvarezOrdonezA_xxxx__Q06-23__bin.3,Bacteria,Firmicutes,509,0.552062868
MASTER_WP4_CSIC_1__P2219_73323__bin.18,Bacteria,Firmicutes,340,0.520588235
MASTER_WP4_CSIC_1__P2222_73323__bin.7,Bacteria,Firmicutes,375,0.557333333
MASTER_WP4_CSIC_2__P2541__bin.4,Bacteria,Firmicutes,314,0.570063694
MASTER_WP4_FFoQSI_2__VB11-26__bin.3,Bacteria,Firmicutes,313,0.552715655
MASTER_WP4_FFoQSI_2__VB16-27__bin.6,Bacteria,Firmicutes,253,0.565217391
MASTER_WP4_FFoQSI_3__VB12-24__bin.1,Bacteria,Firmicutes,476,0.548319328
MASTER_WP4_UNINA_2__C-27.0__bin.1,Bacteria,Firmicutes,247,0.558704453
PasolliE_2020__SRS6525472__bin.1,Bacteria,Firmicutes,331,0.555891239
WalshL_xxxx__I3__bin.3,Bacteria,Firmicutes,477,0.553459119
AlvarezOrdonezA_xxxx__F07-18__bin.11,Bacteria,Firmicutes,502,0.553784861
AlvarezOrdonezA_xxxx__Q08-21__bin.8,Bacteria,Firmicutes,456,0.578947368
MASTER_WP4_FFoQSI_3__VB07-25__bin.3,Bacteria,Firmicutes,291,0.567010309
MASTER_WP4_TEAGASC_1__TGS13-21__bin.6,Bacteria,Firmicutes,403,0.540942928
MASTER_WP4_UNINA_2__H-27__bin.3,Bacteria,Firmicutes,254,0.582677165
QuigleyL_2016__ERS654083__bin.8,Bacteria,Firmicutes,286,0.56993007
WalshAM_2020__ERS3466776__bin.18,Bacteria,Firmicutes,408,0.553921569
BertuzziAS_2018__ERS2032124__bin.3,Bacteria,Firmicutes,383,0.55613577
DeFilippisF_xxxx__DF_123__bin.4,Bacteria,Firmicutes,283,0.558303887
DeFilippisF_xxxx__DF_45__bin.2,Bacteria,Firmicutes,271,0.549815498
LeechJ_xxxx__AF27__bin.6,Bacteria,Firmicutes,445,0.584269663
MASTER_WP4_CSIC_1__P2224_73323__bin.2,Bacteria,Firmicutes,298,0.55704698
MASTER_WP4_CSIC_1__P2236_73323__bin.6,Bacteria,Firmicutes,314,0.557324841
MASTER_WP4_FFoQSI_3__VB14-24__bin.1,Bacteria,Firmicutes,304,0.536184211
MASTER_WP4_UNINA_2__V-28__bin.3,Bacteria,Firmicutes,288,0.548611111
PasolliE_2020__SRS6525484__bin.1,Bacteria,Firmicutes,295,0.586440678
AlvarezOrdonezA_xxxx__Q01-21__bin.3,Bacteria,Firmicutes,459,0.551198257
AlvarezOrdonezA_xxxx__Q02-26__bin.6,Bacteria,Firmicutes,283,0.558303887
AlvarezOrdonezA_xxxx__Q04-28__bin.3,Bacteria,Firmicutes,386,0.567357513
AlvarezOrdonezA_xxxx__Q07-28__bin.3,Bacteria,Firmicutes,509,0.548133595
BertuzziAS_2018__ERS2032098__bin.3,Bacteria,Firmicutes,279,0.566308244
DeFilippisF_xxxx__DF_31__bin.4,Bacteria,Firmicutes,427,0.529274005
MASTER_WP4_CSIC_2__P2624__bin.3,Bacteria,Firmicutes,273,0.578754579
MASTER_WP4_FFoQSI_2__VB16-24__bin.4,Bacteria,Firmicutes,264,0.534090909
MASTER_WP4_FFoQSI_3__VB12-27__bin.5,Bacteria,Firmicutes,469,0.552238806
MASTER_WP4_UNINA_2__O-24__bin.3,Bacteria,Firmicutes,476,0.558823529
QuigleyL_2016__ERS654084__bin.3,Bacteria,Firmicutes,361,0.545706371
WalshL_xxxx__L9__bin.5,Bacteria,Firmicutes,493,0.547667343
AlvarezOrdonezA_xxxx__Q08-24__bin.7,Bacteria,Firmicutes,446,0.560538117
DeFilippisF_xxxx__DF_88__bin.5,Bacteria,Firmicutes,417,0.556354916
LordanR_2019__ERS2955445__bin.4,Bacteria,Firmicutes,512,0.5546875
MASTER_WP4_CSIC_2__P2605__bin.12,Bacteria,Firmicutes,322,0.534161491
MASTER_WP4_FFoQSI_2__VB04-25__bin.4,Bacteria,Firmicutes,480,0.55
MASTER_WP4_FFoQSI_3__VB13-23__bin.1,Bacteria,Firmicutes,377,0.551724138
MASTER_WP4_FFoQSI_3__VB14-26__bin.9,Bacteria,Firmicutes,330,0.563636364
MASTER_WP4_UNINA_2__H-30__bin.2,Bacteria,Firmicutes,264,0.587121212
MASTER_WP4_UNINA_2__M-26.1__bin.10,Bacteria,Firmicutes,300,0.55
AlvarezOrdonezA_xxxx__Q01-28__bin.1,Bacteria,Firmicutes,306,0.539215686
AlvarezOrdonezA_xxxx__Q07-26__bin.1,Bacteria,Firmicutes,500,0.55
DeFilippisF_xxxx__DF_33__bin.1,Bacteria,Firmicutes,407,0.525798526
DeFilippisF_xxxx__DF_41__bin.8,Bacteria,Firmicutes,445,0.550561798
MASTER_WP4_CSIC_1__P2172_73322__bin.12,Bacteria,Firmicutes,342,0.558479532
MASTER_WP4_FFoQSI_2__VB03-23__bin.1,Bacteria,Firmicutes,316,0.556962025
MASTER_WP4_FFoQSI_2__VB03-28__bin.6,Bacteria,Firmicutes,349,0.541547278
MASTER_WP4_FFoQSI_2__VB05-26__bin.2,Bacteria,Firmicutes,293,0.566552901
MASTER_WP4_FFoQSI_2__VB06-25__bin.3,Bacteria,Firmicutes,476,0.558823529
MASTER_WP4_FFoQSI_3__VB13-27__bin.3,Bacteria,Firmicutes,501,0.564870259
MASTER_WP4_UNINA_1__GR002_73417__bin.12,Bacteria,Firmicutes,399,0.56641604
MASTER_WP4_UNINA_1__PM007_71775__bin.11,Bacteria,Firmicutes,291,0.556701031
QuigleyL_2016__ERS654081__bin.4,Bacteria,Firmicutes,259,0.540540541
WalshL_xxxx__P1__bin.3,Bacteria,Firmicutes,504,0.543650794
AlvarezOrdonezA_xxxx__Q02-25__bin.4,Bacteria,Firmicutes,399,0.558897243
AlvarezOrdonezA_xxxx__Q04-25__bin.18,Bacteria,Firmicutes,334,0.574850299
AlvarezOrdonezA_xxxx__Q07-24__bin.1,Bacteria,Firmicutes,469,0.552238806
BertuzziAS_2018__ERS2032096__bin.6,Bacteria,Firmicutes,432,0.534722222
MASTER_WP4_CSIC_1__P2212_73323__bin.3,Bacteria,Firmicutes,304,0.546052632
MASTER_WP4_CSIC_2__P2538__bin.1,Bacteria,Firmicutes,510,0.549019608
MASTER_WP4_CSIC_2__P2540__bin.3,Bacteria,Firmicutes,330,0.566666667
MASTER_WP4_CSIC_2__P2589__bin.2,Bacteria,Firmicutes,418,0.535885167
MASTER_WP4_FFoQSI_2__VB08-21__bin.1,Bacteria,Firmicutes,475,0.551578947
WalshL_xxxx__L7__bin.5,Bacteria,Firmicutes,405,0.516049383
AlvarezOrdonezA_xxxx__Q01-26__bin.2,Bacteria,Firmicutes,315,0.558730159
BertuzziAS_2018__ERS2032104__bin.3,Bacteria,Firmicutes,470,0.568085106
BertuzziAS_2018__ERS2032112__bin.5,Bacteria,Firmicutes,412,0.54368932
BertuzziAS_2018__ERS2032123__bin.1,Bacteria,Firmicutes,421,0.555819477
MASTER_WP4_CSIC_1__P2144_73322__bin.1,Bacteria,Firmicutes,283,0.551236749
MASTER_WP4_CSIC_1__P2233_73323__bin.19,Bacteria,Firmicutes,397,0.549118388
MASTER_WP4_FFoQSI_1__VB-09-M7__bin.79,Bacteria,Firmicutes,424,0.580188679
MASTER_WP4_FFoQSI_3__VB07-21__bin.4,Bacteria,Firmicutes,477,0.547169811
MASTER_WP4_FFoQSI_3__VB14-27__bin.5,Bacteria,Firmicutes,366,0.576502732
MASTER_WP4_TEAGASC_1__TGS11-28__bin.2,Bacteria,Firmicutes,479,0.544885177
MASTER_WP4_UNINA_2__P-21__bin.1,Bacteria,Firmicutes,251,0.533864542
PasolliE_2020__SRS6525476__bin.1,Bacteria,Firmicutes,495,0.545454545
WalshAM_2020__ERS3466725__bin.3,Bacteria,Firmicutes,402,0.559701493
WolfeBE_2014__623_Maggies_Round__bin.6,Bacteria,Firmicutes,506,0.54743083
AlvarezOrdonezA_xxxx__Q02-24__bin.3,Bacteria,Firmicutes,483,0.546583851
AlvarezOrdonezA_xxxx__Q06-28__bin.7,Bacteria,Firmicutes,494,0.558704453
LeechJ_2020__ERS3967718__bin.1,Bacteria,Firmicutes,491,0.553971487
LeechJ_2020__ERS3967721__bin.4,Bacteria,Firmicutes,443,0.550790068
MASTER_WP4_CSIC_1__P2165_73322__bin.6,Bacteria,Firmicutes,477,0.542976939
MASTER_WP4_CSIC_2__P2512__bin.11,Bacteria,Firmicutes,331,0.534743202
MASTER_WP4_CSIC_2__P2567__bin.6,Bacteria,Firmicutes,363,0.575757576
MASTER_WP4_CSIC_2__P2603__bin.12,Bacteria,Firmicutes,408,0.534313725
MASTER_WP4_CSIC_2__P2609__bin.11,Bacteria,Firmicutes,426,0.549295775
MASTER_WP4_CSIC_2__P2623__bin.31,Bacteria,Firmicutes,410,0.543902439
MASTER_WP4_FFoQSI_3__VB13-26__bin.4,Bacteria,Firmicutes,484,0.561983471
MASTER_WP4_TEAGASC_1__TGS11-27__bin.4,Bacteria,Firmicutes,455,0.547252747
MASTER_WP4_UNINA_1__AS003_73417__bin.3,Bacteria,Firmicutes,268,0.552238806
MASTER_WP4_UNINA_1__FO005_71775__bin.9,Bacteria,Firmicutes,347,0.553314121
SomervilleV_2019__SRS3593113__bin.2,Bacteria,Firmicutes,508,0.553149606
WalshL_xxxx__O10__bin.9,Bacteria,Firmicutes,283,0.540636042
AlvarezOrdonezA_xxxx__Q04-27__bin.11,Bacteria,Firmicutes,359,0.554317549
AlvarezOrdonezA_xxxx__Q06-30__bin.7,Bacteria,Firmicutes,481,0.538461538
AlvarezOrdonezA_xxxx__Q08-25__bin.16,Bacteria,Firmicutes,453,0.558498896
AlvarezOrdonezA_xxxx__Q08-29__bin.7,Bacteria,Firmicutes,407,0.555282555
DeFilippisF_xxxx__DF_34__bin.7,Bacteria,Firmicutes,485,0.558762887
MASTER_WP4_FFoQSI_2__VB08-26__bin.1,Bacteria,Firmicutes,357,0.574229692
MASTER_WP4_FFoQSI_3__VB12-23__bin.5,Bacteria,Firmicutes,431,0.540603248
MASTER_WP4_FFoQSI_3__VB13-28__bin.1,Bacteria,Firmicutes,468,0.544871795
MASTER_WP4_TEAGASC_1__TGS10-26__bin.13,Bacteria,Firmicutes,300,0.56
MASTER_WP4_UNINA_1__CS005_71775__bin.3,Bacteria,Firmicutes,280,0.55
MASTER_WP4_UNINA_1__PA012_73417__bin.3,Bacteria,Firmicutes,492,0.540650407
AlvarezOrdonezA_xxxx__Q01-24__bin.3,Bacteria,Firmicutes,332,0.554216867
BertuzziAS_2018__ERS2032120__bin.8,Bacteria,Firmicutes,480,0.547916667
MASTER_WP4_CSIC_1__P2166_73322__bin.12,Bacteria,Firmicutes,470,0.534042553
MASTER_WP4_FFoQSI_1__DC18-02__bin.7,Bacteria,Firmicutes,401,0.523690773
MASTER_WP4_FFoQSI_2__VB03-25__bin.2,Bacteria,Firmicutes,351,0.552706553
MASTER_WP4_TEAGASC_1__TGS12-30__bin.5,Bacteria,Firmicutes,236,0.593220339
MASTER_WP4_UNINA_1__GO003_71775__bin.11,Bacteria,Firmicutes,434,0.536866359
MASTER_WP4_UNINA_1__TO013_71775__bin.19,Bacteria,Firmicutes,462,0.554112554
MASTER_WP4_UNINA_2__H-23__bin.3,Bacteria,Firmicutes,333,0.573573574
MASTER_WP4_UNINA_2__O-26__bin.3,Bacteria,Firmicutes,297,0.565656566
WalshAM_2020__ERS3466775__bin.2,Bacteria,Firmicutes,474,0.569620253
AlvarezOrdonezA_xxxx__Q01-30__bin.1,Bacteria,Firmicutes,467,0.55888651
AlvarezOrdonezA_xxxx__Q08-23__bin.6,Bacteria,Firmicutes,481,0.544698545
MASTER_WP4_CSIC_1__P2229_73323__bin.5,Bacteria,Firmicutes,277,0.566787004
MASTER_WP4_FFoQSI_2__VB01-24__bin.5,Bacteria,Firmicutes,324,0.552469136
MASTER_WP4_FFoQSI_2__VB01-25__bin.6,Bacteria,Firmicutes,351,0.535612536
MASTER_WP4_FFoQSI_2__VB08-28__bin.5,Bacteria,Firmicutes,333,0.552552553
MASTER_WP4_FFoQSI_2__VB16-25__bin.3,Bacteria,Firmicutes,332,0.572289157
MASTER_WP4_UNINA_2__M-24.1__bin.14,Bacteria,Firmicutes,276,0.565217391
PasolliE_2020__SRS6525475__bin.2,Bacteria,Firmicutes,486,0.541152263
PasolliE_2020__SRS6525482__bin.1,Bacteria,Firmicutes,317,0.570977918
WalshAM_2020__ERS3466746__bin.9,Bacteria,Firmicutes,493,0.553752535
BertuzziAS_2018__ERS2032118__bin.1,Bacteria,Firmicutes,451,0.545454545
DeFilippisF_xxxx__DF_8__bin.16,Bacteria,Firmicutes,238,0.558823529
MASTER_WP4_CSIC_2__P2505__bin.1,Bacteria,Firmicutes,405,0.555555556
MASTER_WP4_FFoQSI_2__VB06-26__bin.10,Bacteria,Firmicutes,486,0.563786008
MASTER_WP4_UNINA_2__A-28.0__bin.2,Bacteria,Firmicutes,309,0.566343042
WalshL_xxxx__O11__bin.2,Bacteria,Firmicutes,310,0.529032258
WalshL_xxxx__Q4__bin.3,Bacteria,Firmicutes,367,0.555858311
AlvarezOrdonezA_xxxx__Q03-26__bin.3,Bacteria,Firmicutes,487,0.544147844
AlvarezOrdonezA_xxxx__Q06-26__bin.11,Bacteria,Firmicutes,493,0.555780933
BertuzziAS_2018__ERS2032110__bin.3,Bacteria,Firmicutes,445,0.570786517
MASTER_WP4_CSIC_2__P2500__bin.12,Bacteria,Firmicutes,329,0.516717325
MASTER_WP4_CSIC_2__P2587__bin.18,Bacteria,Firmicutes,484,0.549586777
MASTER_WP4_CSIC_2__P2626__bin.4,Bacteria,Firmicutes,442,0.549773756
MASTER_WP4_FFoQSI_2__VB08-24__bin.4,Bacteria,Firmicutes,362,0.560773481
MASTER_WP4_UNINA_1__PT008_71775__bin.11,Bacteria,Firmicutes,290,0.562068966
MASTER_WP4_UNINA_2__H-26__bin.2,Bacteria,Firmicutes,325,0.547692308
AlvarezOrdonezA_xxxx__Q03-28__bin.12,Bacteria,Firmicutes,516,0.540697674
AlvarezOrdonezA_xxxx__Q06-24__bin.5,Bacteria,Firmicutes,522,0.553639847
MASTER_WP4_CSIC_1__P2240_73323__bin.7,Bacteria,Firmicutes,462,0.558441558
MASTER_WP4_CSIC_2__P2584__bin.3,Bacteria,Firmicutes,428,0.537383178
MASTER_WP4_CSIC_2__P2598__bin.30,Bacteria,Firmicutes,309,0.550161812
MASTER_WP4_CSIC_2__P2608__bin.37,Bacteria,Firmicutes,394,0.558375635
MASTER_WP4_FFoQSI_2__VB03-24__bin.2,Bacteria,Firmicutes,295,0.572881356
MASTER_WP4_FFoQSI_2__VB16-26__bin.2,Bacteria,Firmicutes,296,0.557432432
MASTER_WP4_FFoQSI_3__VB09-27__bin.5,Bacteria,Firmicutes,470,0.55106383
MASTER_WP4_TEAGASC_1__TGS10-24__bin.6,Bacteria,Firmicutes,258,0.562015504
MASTER_WP4_UNINA_1__PM002_71775__bin.12,Bacteria,Firmicutes,504,0.545634921
MASTER_WP4_UNINA_2__M-21__bin.6,Bacteria,Firmicutes,433,0.538106236
AlvarezOrdonezA_xxxx__Q05-24__bin.3,Bacteria,Firmicutes,513,0.545808967
AlvarezOrdonezA_xxxx__Q06-21__bin.3,Bacteria,Firmicutes,356,0.556179775
BertuzziAS_2018__ERS2032091__bin.5,Bacteria,Firmicutes,411,0.562043796
MASTER_WP4_CSIC_2__P2600__bin.14,Bacteria,Firmicutes,314,0.557324841
MASTER_WP4_FFoQSI_2__VB05-21__bin.1,Bacteria,Firmicutes,436,0.54587156
MASTER_WP4_FFoQSI_3__VB02-21__bin.10,Bacteria,Firmicutes,449,0.570155902
MASTER_WP4_FFoQSI_3__VB12-21__bin.1,Bacteria,Firmicutes,484,0.561983471
MASTER_WP4_UNINA_1__PA207_73417__bin.12,Bacteria,Firmicutes,340,0.564705882
QuigleyL_2016__ERS654086__bin.2,Bacteria,Firmicutes,489,0.572597137
WalshAM_2020__ERS3466736__bin.1,Bacteria,Firmicutes,368,0.557065217
AlvarezOrdonezA_xxxx__Q03-27__bin.2,Bacteria,Firmicutes,518,0.542471042
BertuzziAS_2018__ERS2032099__bin.2,Bacteria,Firmicutes,193,0.559585492
DeFilippisF_xxxx__DF_60__bin.2,Bacteria,Firmicutes,485,0.540206186
LeechJ_xxxx__AF64__bin.6,Bacteria,Firmicutes,384,0.5703125
LeechJ_xxxx__AF93__bin.1,Bacteria,Firmicutes,482,0.553941909
MASTER_WP4_CSIC_2__P2499__bin.2,Bacteria,Firmicutes,301,0.558139535
MASTER_WP4_CSIC_2__P2583__bin.10,Bacteria,Firmicutes,474,0.548523207
MASTER_WP4_FFoQSI_2__VB01-28__bin.2,Bacteria,Firmicutes,430,0.558139535
MASTER_WP4_TEAGASC_1__TGS11-30__bin.9,Bacteria,Firmicutes,473,0.553911205
MASTER_WP4_UNINA_1__MO007_73418__bin.2,Bacteria,Firmicutes,427,0.550351288
MASTER_WP4_UNINA_2__T-24.1__bin.3,Bacteria,Firmicutes,271,0.546125461
MASTER_WP4_UNINA_2__T-26.1__bin.2,Bacteria,Firmicutes,270,0.540740741
MASTER_WP4_UNINA_2__T-27__bin.9,Bacteria,Firmicutes,259,0.544401544
WalshAM_2020__ERS3466759__bin.3,Bacteria,Firmicutes,341,0.551319648
WalshL_xxxx__P11__bin.9,Bacteria,Firmicutes,495,0.543434343
AlvarezOrdonezA_xxxx__Q03-23__bin.1,Bacteria,Firmicutes,474,0.55907173
AlvarezOrdonezA_xxxx__Q07-27__bin.4,Bacteria,Firmicutes,516,0.55620155
BertuzziAS_2018__ERS2032114__bin.1,Bacteria,Firmicutes,299,0.555183946
BertuzziAS_2018__ERS2032119__bin.1,Bacteria,Firmicutes,425,0.548235294
MASTER_WP4_CSIC_2__P2539__bin.1,Bacteria,Firmicutes,315,0.568253968
MASTER_WP4_FFoQSI_2__VB08-27__bin.4,Bacteria,Firmicutes,311,0.553054662
MASTER_WP4_UNINA_1__AS202_73417__bin.3,Bacteria,Firmicutes,397,0.561712846
MASTER_WP4_UNINA_1__GO202_71775__bin.6,Bacteria,Firmicutes,432,0.564814815
MASTER_WP4_UNINA_1__GR001_73417__bin.6,Bacteria,Firmicutes,446,0.553811659
MASTER_WP4_UNINA_2__O-23__bin.2,Bacteria,Firmicutes,350,0.548571429
MASTER_WP4_UNINA_2__O-29__bin.14,Bacteria,Firmicutes,400,0.545
WalshL_xxxx__H10__bin.5,Bacteria,Firmicutes,495,0.543434343
WalshL_xxxx__O12__bin.3,Bacteria,Firmicutes,493,0.547667343
WalshL_xxxx__Q2__bin.3,Bacteria,Firmicutes,494,0.544534413
LeechJ_xxxx__AF64__bin.4,Bacteria,Firmicutes,456,0.557017544
LordanR_2019__ERS2955444__bin.2,Bacteria,Firmicutes,490,0.563265306
MASTER_WP4_UNINA_2__O-25.1__bin.8,Bacteria,Firmicutes,466,0.555793991
YasirM_2020__ERS4361129__bin.1,Bacteria,Firmicutes,323,0.541795666
AlvarezOrdonezA_xxxx__Q03-24__bin.3,Bacteria,Firmicutes,464,0.55387931
AlvarezOrdonezA_xxxx__Q06-27__bin.9,Bacteria,Firmicutes,504,0.55952381
